     t        m      T
 2414.00   -6.08  189.84
 2415.00   -6.08  189.84
 2416.00   -6.08  189.84
 2417.00   -6.08  189.84
 2418.00   -6.08  189.84
 2419.00   -6.08  189.84
 2420.00   -6.08  189.84
 2421.00   -6.08  189.84
 2422.00   -6.08  189.84
 2423.00   -6.08  189.84
 2424.00   -6.08  189.84
 2425.00   -6.08  189.84
 2426.00   -6.08  189.84
 2427.00   -6.08  189.84
 2428.00   -6.08  189.84
 2429.00   -6.08  189.84
 2430.00   -6.08  189.84
 2431.00   -6.08  189.84
 2432.00   -6.08  189.84
 2433.00   -6.08  189.84
 2434.00   -6.08  189.84
 2435.00   -6.08  189.84
 2436.00   -6.08  189.84
 2437.00   -6.08  189.84
 2438.00   -6.08  189.84
 2439.00   -6.08  189.84
 2440.00   -6.08  189.84
 2441.00   -6.08  189.84
 2442.00   -6.08  189.84
 2443.00   -6.08  189.84
 2444.00   -6.08  189.84
 2445.00   -6.08  189.84
 2446.00   -6.08  189.84
 2447.00   -6.08  189.84
 2448.00   -6.08  189.84
 2449.00   -6.08  189.84
 2450.00   -6.08  189.84
 2451.00   -6.08  189.84
 2452.00   -6.08  189.84
 2453.00   -6.08  189.84
 2454.00   -6.08  189.84
 2455.00   -6.08  189.84
 2456.00   -6.08  189.84
 2457.00   -6.08  189.84
 2458.00   -6.08  189.84
 2459.00   -6.08  189.84
 2460.00   -6.08  189.84
 2461.00   -6.08  189.84
 2462.00   -6.08  189.84
 2463.00   -6.08  189.84
 2464.00   -6.08  189.84
 2465.00   -6.08  189.84
 2466.00   -6.08  189.84
 2467.00   -6.08  189.84
 2468.00   -6.08  189.84
 2469.00   -6.08  189.84
 2470.00   -6.08  189.84
 2471.00   -6.08  189.84
 2472.00   -6.08  189.84
 2473.00   -6.08  189.84
 2474.00   -6.08  189.84
 2475.00   -6.08  189.84
 2476.00   -6.08  189.84
 2477.00   -6.08  189.84
 2478.00   -6.08  189.84
 2479.00   -6.08  189.84
 2480.00   -6.08  189.84
 2481.00   -6.08  189.84
 2482.00   -6.08  189.84
 2483.00   -6.08  189.84
 2484.00   -6.08  189.84
 2485.00   -6.08  189.84
 2486.00   -6.08  189.84
 2487.00   -6.08  189.84
 2488.00   -6.08  189.84
 2489.00   -6.08  189.84
 2490.00   -6.08  189.84
 2491.00   -6.08  189.84
 2492.00   -6.08  189.84
 2493.00   -6.08  189.84
 2494.00   -6.08  189.84
 2495.00   -6.08  189.84
 2496.00   -6.08  189.84
 2497.00   -6.08  189.84
 2498.00   -6.08  189.84
 2499.00   -6.08  189.84
 2500.00   -6.08  189.84
 2501.00   -6.08  189.84
 2502.00   -6.08  189.84
 2503.00   -6.08  189.84
 2504.00   -6.08  189.84
 2505.00   -6.08  189.84
 2506.00   -6.08  189.84
 2507.00   -6.08  189.84
 2508.00   -6.08  189.84
 2509.00   -6.08  189.84
 2510.00   -6.08  189.84
 2511.00   -6.08  189.84
 2512.00   -6.08  189.84
 2513.00   -6.08  189.84
 2514.00   -6.08  189.84
 2515.00   -6.08  189.84
 2516.00   -6.08  189.84
 2517.00   -6.08  189.84
 2518.00   -6.08  189.84
 2519.00   -6.08  189.84
 2520.00   -6.08  189.84
 2521.00   -6.08  189.84
 2522.00   -6.08  189.84
 2523.00   -6.08  189.84
 2524.00   -6.08  189.84
 2525.00   -6.08  189.84
 2526.00   -6.08  189.84
 2527.00   -6.08  189.84
 2528.00   -6.08  189.84
 2529.00   -6.08  189.84
 2530.00   -6.08  189.84
 2531.00   -6.08  189.84
 2532.00   -6.08  189.84
 2533.00   -6.08  189.84
 2534.00   -6.08  189.84
 2535.00   -6.08  189.84
 2536.00   -6.08  189.84
 2537.00   -6.08  189.84
 2538.00   -6.08  189.84
 2539.00   -6.08  189.84
 2540.00   -6.08  189.84
 2541.00   -6.08  189.84
 2542.00   -6.08  189.84
 2543.00   -6.08  189.84
 2544.00   -6.08  189.84
 2545.00   -6.08  189.84
 2546.00   -6.08  189.84
 2547.00   -6.08  189.84
 2548.00   -6.08  189.84
 2549.00   -6.08  189.84
 2550.00   -6.08  189.84
 2551.00   -6.08  189.84
 2552.00   -6.08  189.84
 2553.00   -6.08  189.84
 2554.00   -6.08  189.84
 2555.00   -6.08  189.84
 2556.00   -6.08  189.84
 2557.00   -6.08  189.84
 2558.00   -6.08  189.84
 2559.00   -6.08  189.84
 2560.00   -6.08  189.84
 2561.00   -6.08  189.84
 2562.00   -6.08  189.84
 2563.00   -6.08  189.84
 2564.00   -6.08  189.84
 2565.00   -6.08  189.84
 2566.00   -6.08  189.84
 2567.00   -6.08  189.84
 2568.00   -6.08  189.84
 2569.00   -6.08  189.84
 2570.00   -6.08  189.84
 2571.00   -6.08  189.84
 2572.00   -6.08  189.84
 2573.00   -6.08  189.84
 2574.00   -6.08  189.84
 2575.00   -6.08  189.84
 2576.00   -6.08  189.84
 2577.00   -6.08  189.84
 2578.00   -6.08  189.84
 2579.00   -6.08  189.84
 2580.00   -6.08  189.84
 2581.00   -6.08  189.84
 2582.00   -6.08  189.84
 2583.00   -6.08  189.84
 2584.00   -6.08  189.84
 2585.00   -6.08  189.84
 2586.00   -6.08  189.84
 2587.00   -6.08  189.84
 2588.00   -6.08  189.84
 2589.00   -6.08  189.84
 2590.00   -6.08  189.84
 2591.00   -6.08  189.84
 2592.00   -6.08  189.84
 2593.00   -6.08  189.84
 2594.00   -6.08  189.84
 2595.00   -6.08  189.84
 2596.00   -6.08  189.84
 2597.00   -6.08  189.84
 2598.00   -6.08  189.84
 2599.00   -6.08  189.84
 2600.00   -6.08  189.84
 2601.00   -6.08  189.84
 2602.00   -6.08  189.84
 2603.00   -6.08  189.84
 2604.00   -6.08  189.84
 2605.00   -6.08  189.84
 2606.00   -6.08  189.84
 2607.00   -6.08  189.84
 2608.00   -6.08  189.84
 2609.00   -6.08  189.84
 2610.00   -6.08  189.84
 2611.00   -6.08  189.84
 2612.00   -6.08  189.84
 2613.00   -6.08  189.84
 2614.00   -6.08  189.84
 2615.00   -6.08  189.84
 2616.00   -6.08  189.84
 2617.00   -6.08  189.84
 2618.00   -6.08  189.84
 2619.00   -6.08  189.84
 2620.00   -6.08  189.84
 2621.00   -6.08  189.84
 2622.00   -6.08  189.84
 2623.00   -6.08  189.84
 2624.00   -6.08  189.84
 2625.00   -6.08  189.84
 2626.00   -6.08  189.84
 2627.00   -6.08  189.84
 2628.00   -6.08  189.84
 2629.00   -6.08  189.84
 2630.00   -6.08  189.84
 2631.00   -6.08  189.84
 2632.00   -6.08  189.84
 2633.00   -6.08  189.84
 2634.00   -6.08  189.84
 2635.00   -6.08  189.84
 2636.00   -6.08  189.84
 2637.00   -6.08  189.84
 2638.00   -6.08  189.84
 2639.00   -6.08  189.84
 2640.00   -6.08  189.84
 2641.00   -6.08  189.84
 2642.00   -6.08  189.84
 2643.00   -6.08  189.84
 2644.00   -6.08  189.84
 2645.00   -6.08  189.84
 2646.00   -6.08  189.84
 2647.00   -6.08  189.84
 2648.00   -6.08  189.84
 2649.00   -6.08  189.84
 2650.00   -6.08  189.84
 2651.00   -6.08  189.84
 2652.00   -6.08  189.84
 2653.00   -6.08  189.84
 2654.00   -6.08  189.84
 2655.00   -6.08  189.84
 2656.00   -6.08  189.84
 2657.00   -6.08  189.84
 2658.00   -6.08  189.84
 2659.00   -6.08  189.84
 2660.00   -6.08  189.84
 2661.00   -6.08  189.84
 2662.00   -6.08  189.84
 2663.00   -6.08  189.84
 2664.00   -6.08  189.84
 2665.00   -6.08  189.84
 2666.00   -6.08  189.84
 2667.00   -6.08  189.84
 2668.00   -6.08  189.84
 2669.00   -6.08  189.84
 2670.00   -6.08  189.84
 2671.00   -6.08  189.84
 2672.00   -6.08  189.84
 2673.00   -6.08  189.84
 2674.00   -6.08  189.84
 2675.00   -6.08  189.84
 2676.00   -6.08  189.84
 2677.00   -6.08  189.84
 2678.00   -6.08  189.84
 2679.00   -6.08  189.84
 2680.00   -6.08  189.84
 2681.00   -6.08  189.84
 2682.00   -6.08  189.84
 2683.00   -6.08  189.84
 2684.00   -6.08  189.84
 2685.00   -6.08  189.84
 2686.00   -6.08  189.84
 2687.00   -6.08  189.84
 2688.00   -6.08  189.84
 2689.00   -6.08  189.84
 2690.00   -6.08  189.84
 2691.00   -6.08  189.84
 2692.00   -6.08  189.84
 2693.00   -6.08  189.84
 2694.00   -6.08  189.84
 2695.00   -6.08  189.84
 2696.00   -6.08  189.84
 2697.00   -6.08  189.84
 2698.00   -6.08  189.84
 2699.00   -6.08  189.84
 2700.00   -6.08  189.84
 2701.00   -6.08  189.84
 2702.00   -6.08  189.84
 2703.00   -6.08  189.84
 2704.00   -6.08  189.84
 2705.00   -6.08  189.84
 2706.00   -6.08  189.84
 2707.00   -6.08  189.84
 2708.00   -6.08  189.84
 2709.00   -6.08  189.84
 2710.00   -6.08  189.84
 2711.00   -6.08  189.84
 2712.00   -6.08  189.84
 2713.00   -6.08  189.84
 2714.00   -6.08  189.84
 2715.00   -6.08  189.84
 2716.00   -6.08  189.84
 2717.00   -6.08  189.84
 2718.00   -6.08  189.84
 2719.00   -6.08  189.84
 2720.00   -6.08  189.84
 2721.00   -6.08  189.84
 2722.00   -6.08  189.84
 2723.00   -6.08  189.84
 2724.00   -6.08  189.84
 2725.00   -6.08  189.84
 2726.00   -6.08  189.84
 2727.00   -6.08  189.84
 2728.00   -6.08  189.84
 2729.00   -6.08  189.84
 2730.00   -6.08  189.84
 2731.00   -6.08  189.84
 2732.00   -6.08  189.84
 2733.00   -6.08  189.84
 2734.00   -6.08  189.84
 2735.00   -6.08  189.84
 2736.00   -6.08  189.84
 2737.00   -6.08  189.84
 2738.00   -6.08  189.84
 2739.00   -6.08  189.84
 2740.00   -6.08  189.84
 2741.00   -6.08  189.84
 2742.00   -6.08  189.84
 2743.00   -6.08  189.84
 2744.00   -6.08  189.84
 2745.00   -6.08  189.84
 2746.00   -6.08  189.84
 2747.00   -6.08  189.84
 2748.00   -6.08  189.84
 2749.00   -6.08  189.84
 2750.00   -6.08  189.84
 2751.00   -6.08  189.84
 2752.00   -6.08  189.84
 2753.00   -6.08  189.84
 2754.00   -6.08  189.84
 2755.00   -6.08  189.84
 2756.00   -6.08  189.84
 2757.00   -6.08  189.84
 2758.00   -6.08  189.84
 2759.00   -6.08  189.84
 2760.00   -6.08  189.84
 2761.00   -6.08  189.84
 2762.00   -6.08  189.84
 2763.00   -6.08  189.84
 2764.00   -6.08  189.84
 2765.00   -6.08  189.84
 2766.00   -6.08  189.84
 2767.00   -6.08  189.84
 2768.00   -6.08  189.84
 2769.00   -6.08  189.84
 2770.00   -6.08  189.84
 2771.00   -6.08  189.84
 2772.00   -6.08  189.84
 2773.00   -6.08  189.84
 2774.00   -6.08  189.84
 2775.00   -6.08  189.84
 2776.00   -6.08  189.84
 2777.00   -6.08  189.84
 2778.00   -6.08  189.84
 2779.00   -6.08  189.84
 2780.00   -6.08  189.84
 2781.00   -6.08  189.84
 2782.00   -6.08  189.84
 2783.00   -6.08  189.84
 2784.00   -6.08  189.84
 2785.00   -6.08  189.84
 2786.00   -6.08  189.84
 2787.00   -6.08  189.84
 2788.00   -6.08  189.84
 2789.00   -6.08  189.84
 2790.00   -6.08  189.84
 2791.00   -6.08  189.84
 2792.00   -6.08  189.84
 2793.00   -6.08  189.84
 2794.00   -6.08  189.84
 2795.00   -6.08  189.84
 2796.00   -6.08  189.84
 2797.00   -6.08  189.84
 2798.00   -6.08  189.84
 2799.00   -6.08  189.84
 2800.00   -6.08  189.84
 2801.00   -6.08  189.84
 2802.00   -6.08  189.84
 2803.00   -6.08  189.84
 2804.00   -6.08  189.84
 2805.00   -6.08  189.84
 2806.00   -6.08  189.84
 2807.00   -6.08  189.84
 2808.00   -6.08  189.84
 2809.00   -6.08  189.84
 2810.00   -6.08  189.84
 2811.00   -6.08  189.84
 2812.00   -6.08  189.84
 2813.00   -6.08  189.84
 2814.00   -6.08  189.84
 2815.00   -6.08  189.84
 2816.00   -6.08  189.84
 2817.00   -6.08  189.84
 2818.00   -6.08  189.84
 2819.00   -6.08  189.84
 2820.00   -6.08  189.84
 2821.00   -6.08  189.84
 2822.00   -6.08  189.84
 2823.00   -6.08  189.84
 2824.00   -6.08  189.84
 2825.00   -6.08  189.84
 2826.00   -6.08  189.84
 2827.00   -6.08  189.84
 2828.00   -6.08  189.84
 2829.00   -6.08  189.84
 2830.00   -6.08  189.84
 2831.00   -6.08  189.84
 2832.00   -6.08  189.84
 2833.00   -6.08  189.84
 2834.00   -6.08  189.84
 2835.00   -6.08  189.84
 2836.00   -6.08  189.84
 2837.00   -6.08  189.84
 2838.00   -6.08  189.84
 2839.00   -6.08  189.84
 2840.00   -6.08  189.84
 2841.00   -6.08  189.84
 2842.00   -6.08  189.84
 2843.00   -6.08  189.84
 2844.00   -6.08  189.84
 2845.00   -6.08  189.84
 2846.00   -6.08  189.84
 2847.00   -6.08  189.84
 2848.00   -6.08  189.84
 2849.00   -6.08  189.84
 2850.00   -6.08  189.84
 2851.00   -6.08  189.84
 2852.00   -6.08  189.84
 2853.00   -6.08  189.84
 2854.00   -6.08  189.84
 2855.00   -6.08  189.84
 2856.00   -6.08  189.84
 2857.00   -6.08  189.84
 2858.00   -6.08  189.84
 2859.00   -6.08  189.84
 2860.00   -6.08  189.84
 2861.00   -6.08  189.84
 2862.00   -6.08  189.84
 2863.00   -6.08  189.84
 2864.00   -6.08  189.84
 2865.00   -6.08  189.84
 2866.00   -6.08  189.84
 2867.00   -6.08  189.84
 2868.00   -6.08  189.84
 2869.00   -6.08  189.84
 2870.00   -6.08  189.84
 2871.00   -6.08  189.84
 2872.00   -6.08  189.84
 2873.00   -6.08  189.84
 2874.00   -6.08  189.84
 2875.00   -6.08  189.84
 2876.00   -6.08  189.84
 2877.00   -6.08  189.84
 2878.00   -6.08  189.84
 2879.00   -6.08  189.84
 2880.00   -6.08  189.84
 2881.00   -6.08  189.84
 2882.00   -6.08  189.84
 2883.00   -6.08  189.84
 2884.00   -6.08  189.84
 2885.00   -6.08  189.84
 2886.00   -6.08  189.84
 2887.00   -6.08  189.84
 2888.00   -6.08  189.84
 2889.00   -6.08  189.84
 2890.00   -6.08  189.84
 2891.00   -6.08  189.84
 2892.00   -6.08  189.84
 2893.00   -6.08  189.84
 2894.00   -6.08  189.84
 2895.00   -6.08  189.84
 2896.00   -6.08  189.84
 2897.00   -6.08  189.84
 2898.00   -6.08  189.84
 2899.00   -6.08  189.84
 2900.00   -6.08  189.84
 2901.00   -6.08  189.84
 2902.00   -6.08  189.84
 2903.00   -6.08  189.84
 2904.00   -6.08  189.84
 2905.00   -6.08  189.84
 2906.00   -6.08  189.84
 2907.00   -6.08  189.84
 2908.00   -6.08  189.84
 2909.00   -6.08  189.84
 2910.00   -6.08  189.84
 2911.00   -6.08  189.84
 2912.00   -6.08  189.84
 2913.00   -6.08  189.84
 2914.00   -6.08  189.84
 2915.00   -6.08  189.84
 2916.00   -6.08  189.84
 2917.00   -6.08  189.84
 2918.00   -6.08  189.84
 2919.00   -6.08  189.84
 2920.00   -6.08  189.84
 2921.00   -6.08  189.84
 2922.00   -6.08  189.84
 2923.00   -6.08  189.84
 2924.00   -6.08  189.84
 2925.00   -6.08  189.84
 2926.00   -6.08  189.84
 2927.00   -6.08  189.84
 2928.00   -6.08  189.84
 2929.00   -6.08  189.84
 2930.00   -6.08  189.84
 2931.00   -6.08  189.84
 2932.00   -6.08  189.84
 2933.00   -6.08  189.84
 2934.00   -6.08  189.84
 2935.00   -6.08  189.84
 2936.00   -6.08  189.84
 2937.00   -6.08  189.84
 2938.00   -6.08  189.84
 2939.00   -6.08  189.84
 2940.00   -6.08  189.84
 2941.00   -6.08  189.84
 2942.00   -6.08  189.84
 2943.00   -6.08  189.84
 2944.00   -6.08  189.84
 2945.00   -6.08  189.84
 2946.00   -6.08  189.84
 2947.00   -6.08  189.84
 2948.00   -6.08  189.84
 2949.00   -6.08  189.84
 2950.00   -6.08  189.84
 2951.00   -6.08  189.84
 2952.00   -6.08  189.84
 2953.00   -6.08  189.84
 2954.00   -6.08  189.84
 2955.00   -6.08  189.84
 2956.00   -6.08  189.84
 2957.00   -6.08  189.84
 2958.00   -6.08  189.84
 2959.00   -6.08  189.84
 2960.00   -6.08  189.84
 2961.00   -6.08  189.84
 2962.00   -6.08  189.84
 2963.00   -6.08  189.84
 2964.00   -6.08  189.84
 2965.00   -6.08  189.84
 2966.00   -6.08  189.84
 2967.00   -6.08  189.84
 2968.00   -6.08  189.84
 2969.00   -6.08  189.84
 2970.00   -6.08  189.84
 2971.00   -6.08  189.84
 2972.00   -6.08  189.84
 2973.00   -6.08  189.84
 2974.00   -6.08  189.84
 2975.00   -6.08  189.84
 2976.00   -6.08  189.84
 2977.00   -6.08  189.84
 2978.00   -6.08  189.84
 2979.00   -6.08  189.84
 2980.00   -6.08  189.84
 2981.00   -6.08  189.84
 2982.00   -6.08  189.84
 2983.00   -6.08  189.84
 2984.00   -6.08  189.84
 2985.00   -6.08  189.84
 2986.00   -6.08  189.84
 2987.00   -6.08  189.84
 2988.00   -6.08  189.84
 2989.00   -6.08  189.84
 2990.00   -6.08  189.84
 2991.00   -6.08  189.84
 2992.00   -6.08  189.84
 2993.00   -6.08  189.84
 2994.00   -6.08  189.84
 2995.00   -6.08  189.84
 2996.00   -6.08  189.84
 2997.00   -6.08  189.84
 2998.00   -6.08  189.84
 2999.00   -6.08  189.84
 3000.00   -6.08  189.84
 3001.00   -6.08  189.84
 3002.00   -6.08  189.84
 3003.00   -6.08  189.84
 3004.00   -6.08  189.84
 3005.00   -6.08  189.84
 3006.00   -6.08  189.84
 3007.00   -6.08  189.84
 3008.00   -6.08  189.84
 3009.00   -6.08  189.84
 3010.00   -6.08  189.84
 3011.00   -6.08  189.84
 3012.00   -6.08  189.84
 3013.00   -6.08  189.84
 3014.00   -6.08  189.84
 3015.00   -6.08  189.84
 3016.00   -6.08  189.84
 3017.00   -6.08  189.84
 3018.00   -6.08  189.84
 3019.00   -6.08  189.84
 3020.00   -6.08  189.84
 3021.00   -6.08  189.84
 3022.00   -6.08  189.84
 3023.00   -6.08  189.84
 3024.00   -6.08  189.84
 3025.00   -6.08  189.84
 3026.00   -6.08  189.84
 3027.00   -6.08  189.84
 3028.00   -6.08  189.84
 3029.00   -6.08  189.84
 3030.00   -6.08  189.84
 3031.00   -6.08  189.84
 3032.00   -6.08  189.84
 3033.00   -6.08  189.84
 3034.00   -6.08  189.84
 3035.00   -6.08  189.84
 3036.00   -6.08  189.84
 3037.00   -6.08  189.84
 3038.00   -6.08  189.84
 3039.00   -6.08  189.84
 3040.00   -6.08  189.84
 3041.00   -6.08  189.84
 3042.00   -6.08  189.84
 3043.00   -6.08  189.84
 3044.00   -6.08  189.84
 3045.00   -6.08  189.84
 3046.00   -6.08  189.84
 3047.00   -6.08  189.84
 3048.00   -6.08  189.84
 3049.00   -6.08  189.84
 3050.00   -6.08  189.84
 3051.00   -6.08  189.84
 3052.00   -6.08  189.84
 3053.00   -6.08  189.84
 3054.00   -6.08  189.84
 3055.00   -6.08  189.84
 3056.00   -6.08  189.84
 3057.00   -6.08  189.84
 3058.00   -6.08  189.84
 3059.00   -6.08  189.84
 3060.00   -6.08  189.84
 3061.00   -6.08  189.84
 3062.00   -6.08  189.84
 3063.00   -6.08  189.84
 3064.00   -6.08  189.84
 3065.00   -6.08  189.84
 3066.00   -6.08  189.84
 3067.00   -6.08  189.84
 3068.00   -6.08  189.84
 3069.00   -6.08  189.84
 3070.00   -6.08  189.84
 3071.00   -6.08  189.84
 3072.00   -6.08  189.84
 3073.00   -6.08  189.84
 3074.00   -6.08  189.84
 3075.00   -6.08  189.84
 3076.00   -6.08  189.84
 3077.00   -6.08  189.84
 3078.00   -6.08  189.84
 3079.00   -6.08  189.84
 3080.00   -6.08  189.84
 3081.00   -6.08  189.84
 3082.00   -6.08  189.84
 3083.00   -6.08  189.84
 3084.00   -6.08  189.84
 3085.00   -6.08  189.84
 3086.00   -6.08  189.84
 3087.00   -6.08  189.84
 3088.00   -6.08  189.84
 3089.00   -6.08  189.84
 3090.00   -6.08  189.84
 3091.00   -6.08  189.84
 3092.00   -6.08  189.84
 3093.00   -6.08  189.84
 3094.00   -6.08  189.84
 3095.00   -6.08  189.84
 3096.00   -6.08  189.84
 3097.00   -6.08  189.84
 3098.00   -6.08  189.84
 3099.00   -6.08  189.84
 3100.00   -6.08  189.84
 3101.00   -6.08  189.84
 3102.00   -6.08  189.84
 3103.00   -6.08  189.84
 3104.00   -6.08  189.84
 3105.00   -6.08  189.84
 3106.00   -6.08  189.84
 3107.00   -6.08  189.84
 3108.00   -6.08  189.84
 3109.00   -6.08  189.84
 3110.00   -6.08  189.84
 3111.00   -6.08  189.84
 3112.00   -6.08  189.84
 3113.00   -6.08  189.84
 3114.00   -6.08  189.84
 3115.00   -6.08  189.84
 3116.00   -6.08  189.84
 3117.00   -6.08  189.84
 3118.00   -6.08  189.84
 3119.00   -6.08  189.84
 3120.00   -6.08  189.84
 3121.00   -6.08  189.84
 3122.00   -6.08  189.84
 3123.00   -6.08  189.84
 3124.00   -6.08  189.84
 3125.00   -6.08  189.84
 3126.00   -6.08  189.84
 3127.00   -6.08  189.84
 3128.00   -6.08  189.84
 3129.00   -6.08  189.84
 3130.00   -6.08  189.84
 3131.00   -6.08  189.84
 3132.00   -6.08  189.84
 3133.00   -6.08  189.84
 3134.00   -6.08  189.84
 3135.00   -6.08  189.84
 3136.00   -6.08  189.84
 3137.00   -6.08  189.84
 3138.00   -6.08  189.84
 3139.00   -6.08  189.84
 3140.00   -6.08  189.84
 3141.00   -6.08  189.84
 3142.00   -6.08  189.84
 3143.00   -6.08  189.84
 3144.00   -6.08  189.84
 3145.00   -6.08  189.84
 3146.00   -6.08  189.84
 3147.00   -6.08  189.84
 3148.00   -6.08  189.84
 3149.00   -6.08  189.84
 3150.00   -6.08  189.84
 3151.00   -6.08  189.84
 3152.00   -6.08  189.84
 3153.00   -6.08  189.84
 3154.00   -6.08  189.84
 3155.00   -6.08  189.84
 3156.00   -6.08  189.84
 3157.00   -6.08  189.84
 3158.00   -6.08  189.84
 3159.00   -6.08  189.84
 3160.00   -6.08  189.84
 3161.00   -6.08  189.84
 3162.00   -6.08  189.84
 3163.00   -6.08  189.84
 3164.00   -6.08  189.84
 3165.00   -6.08  189.84
 3166.00   -6.08  189.84
 3167.00   -6.08  189.84
 3168.00   -6.08  189.84
 3169.00   -6.08  189.84
 3170.00   -6.08  189.84
 3171.00   -6.08  189.84
 3172.00   -6.08  189.84
 3173.00   -6.08  189.84
 3174.00   -6.08  189.84
 3175.00   -6.08  189.84
 3176.00   -6.08  189.84
 3177.00   -6.08  189.84
 3178.00   -6.08  189.84
 3179.00   -6.08  189.84
 3180.00   -6.08  189.84
 3181.00   -6.08  189.84
 3182.00   -6.08  189.84
 3183.00   -6.08  189.84
 3184.00   -6.08  189.84
 3185.00   -6.08  189.84
 3186.00   -6.08  189.84
 3187.00   -6.08  189.84
 3188.00   -6.08  189.84
 3189.00   -6.08  189.84
 3190.00   -6.08  189.84
 3191.00   -6.08  189.84
 3192.00   -6.08  189.84
 3193.00   -6.08  189.84
 3194.00   -6.08  189.84
 3195.00   -6.08  189.84
 3196.00   -6.08  189.84
 3197.00   -6.08  189.84
 3198.00   -6.08  189.84
 3199.00   -6.08  189.84
 3200.00   -6.08  189.84
 3201.00   -6.08  189.84
 3202.00   -6.08  189.84
 3203.00   -6.08  189.84
 3204.00   -6.08  189.84
 3205.00   -6.08  189.84
 3206.00   -6.08  189.84
 3207.00   -6.08  189.84
 3208.00   -6.08  189.84
 3209.00   -6.08  189.84
 3210.00   -6.08  189.84
 3211.00   -6.08  189.84
 3212.00   -6.08  189.84
 3213.00   -6.08  189.84
 3214.00   -6.08  189.84
 3215.00   -6.08  189.84
 3216.00   -6.08  189.84
 3217.00   -6.08  189.84
 3218.00   -6.08  189.84
 3219.00   -6.08  189.84
 3220.00   -6.08  189.84
 3221.00   -6.08  189.84
 3222.00   -6.08  189.84
 3223.00   -6.08  189.84
 3224.00   -6.08  189.84
 3225.00   -6.08  189.84
 3226.00   -6.08  189.84
 3227.00   -6.08  189.84
 3228.00   -6.08  189.84
 3229.00   -6.08  189.84
 3230.00   -6.08  189.84
 3231.00   -6.08  189.84
 3232.00   -6.08  189.84
 3233.00   -6.08  189.84
 3234.00   -6.08  189.84
 3235.00   -6.08  189.84
 3236.00   -6.08  189.84
 3237.00   -6.08  189.84
 3238.00   -6.08  189.84
 3239.00   -6.08  189.84
 3240.00   -6.08  189.84
 3241.00   -6.08  189.84
 3242.00   -6.08  189.84
 3243.00   -6.08  189.84
 3244.00   -6.08  189.84
 3245.00   -6.08  189.84
 3246.00   -6.08  189.84
 3247.00   -6.08  189.84
 3248.00   -6.08  189.84
 3249.00   -6.08  189.84
 3250.00   -6.08  189.84
 3251.00   -6.08  189.84
 3252.00   -6.08  189.84
 3253.00   -6.08  189.84
 3254.00   -6.08  189.84
 3255.00   -6.08  189.84
 3256.00   -6.08  189.84
 3257.00   -6.08  189.84
 3258.00   -6.08  189.84
 3259.00   -6.08  189.84
 3260.00   -6.08  189.84
 3261.00   -6.08  189.84
 3262.00   -6.08  189.84
 3263.00   -6.08  189.84
 3264.00   -6.08  189.84
 3265.00   -6.08  189.84
 3266.00   -6.08  189.84
 3267.00   -6.08  189.84
 3268.00   -6.08  189.84
 3269.00   -6.08  189.84
 3270.00   -6.08  189.84
 3271.00   -6.08  189.84
 3272.00   -6.08  189.84
 3273.00   -6.08  189.84
 3274.00   -6.08  189.84
 3275.00   -6.08  189.84
 3276.00   -6.08  189.84
 3277.00   -6.08  189.84
 3278.00   -6.08  189.84
 3279.00   -6.08  189.84
 3280.00   -6.08  189.84
 3281.00   -6.08  189.84
 3282.00   -6.08  189.84
 3283.00   -6.08  189.84
 3284.00   -6.08  189.84
 3285.00   -6.08  189.84
 3286.00   -6.08  189.84
 3287.00   -6.08  189.84
 3288.00   -6.08  189.84
 3289.00   -6.08  189.84
 3290.00   -6.08  189.84
 3291.00   -6.08  189.84
 3292.00   -6.08  189.84
 3293.00   -6.08  189.84
 3294.00   -6.08  189.84
 3295.00   -6.08  189.84
 3296.00   -6.08  189.84
 3297.00   -6.08  189.84
 3298.00   -6.08  189.84
 3299.00   -6.08  189.84
 3300.00   -6.08  189.84
 3301.00   -6.08  189.84
 3302.00   -6.08  189.84
 3303.00   -6.08  189.84
 3304.00   -6.08  189.84
 3305.00   -6.08  189.84
 3306.00   -6.08  189.84
 3307.00   -6.08  189.84
 3308.00   -6.08  189.84
 3309.00   -6.08  189.84
 3310.00   -6.08  189.84
 3311.00   -6.08  189.84
 3312.00   -6.08  189.84
 3313.00   -6.08  189.84
 3314.00   -6.08  189.84
 3315.00   -6.08  189.84
 3316.00   -6.08  189.84
 3317.00   -6.08  189.84
 3318.00   -6.08  189.84
 3319.00   -6.08  189.84
 3320.00   -6.08  189.84
 3321.00   -6.08  189.84
 3322.00   -6.08  189.84
 3323.00   -6.08  189.84
 3324.00   -6.08  189.84
 3325.00   -6.08  189.84
 3326.00   -6.08  189.84
 3327.00   -6.08  189.84
 3328.00   -6.08  189.84
 3329.00   -6.08  189.84
 3330.00   -6.08  189.84
 3331.00   -6.08  189.84
 3332.00   -6.08  189.84
 3333.00   -6.08  189.84
 3334.00   -6.08  189.84
 3335.00   -6.08  189.84
 3336.00   -6.08  189.84
 3337.00   -6.08  189.84
 3338.00   -6.08  189.84
 3339.00   -6.08  189.84
 3340.00   -6.08  189.84
 3341.00   -6.08  189.84
 3342.00   -6.08  189.84
 3343.00   -6.08  189.84
 3344.00   -6.08  189.84
 3345.00   -6.08  189.84
