    t       m      T
 3730.00   -5.63  192.16
 3731.00   -5.70  190.26
 3732.00   -5.68  188.88
 3733.00   -5.61  191.42
 3734.00   -5.59  188.72
 3735.00   -5.67  189.59
 3736.00   -5.60  190.65
 3737.00   -5.44  189.13
 3738.00   -5.70  190.71
 3739.00   -5.51  189.36
 3740.00   -5.66  188.39
 3741.00   -5.53  190.42
 3742.00   -5.46  188.78
 3743.00   -5.64  189.59
 3744.00   -5.59  190.33
 3745.00   -5.64  189.71
 3746.00   -5.66  189.75
 3747.00   -5.55  189.42
 3748.00   -5.47  191.13
 3749.00   -5.57  190.00
 3750.00   -5.54  190.33
 3751.00   -5.56  188.14
 3752.00   -5.53  188.52
 3753.00   -5.63  190.71
 3754.00   -5.64  188.97
 3755.00   -5.58  189.17
 3756.00   -5.59  189.91
 3757.00   -5.44  191.36
 3758.00   -5.62  190.29
 3759.00   -5.66  191.23
 3760.00   -5.60  189.84
 3761.00   -5.56  189.65
 3762.00   -5.45  189.75
 3763.00   -5.48  190.36
 3764.00   -5.54  188.85
 3765.00   -5.50  189.10
 3766.00   -5.45  190.04
 3767.00   -5.65  190.49
 3768.00   -5.69  191.13
 3769.00   -5.61  189.07
 3770.00   -5.51  189.94
 3771.00   -5.50  190.04
 3772.00   -5.61  191.74
 3773.00   -5.49  191.81
 3774.00   -5.61  190.26
 3775.00   -5.66  189.62
 3776.00   -5.61  188.49
 3777.00   -5.60  190.78
 3778.00   -5.55  190.26
 3779.00   -5.61  190.84
 3780.00   -5.66  190.33
 3781.00   -5.59  190.81
 3782.00   -5.52  191.04
 3783.00   -5.63  190.87
 3784.00   -5.54  190.10
 3785.00   -5.55  189.23
 3786.00   -5.57  188.36
 3787.00   -5.59  190.20
 3788.00   -5.59  189.59
 3789.00   -5.57  191.81
 3790.00   -5.60  190.71
 3791.00   -5.77  190.20
 3792.00   -5.73  190.71
 3793.00   -5.59  190.68
 3794.00   -5.55  190.55
 3795.00   -5.62  190.97
 3796.00   -5.62  190.97
 3797.00   -5.60  188.97
 3798.00   -5.52  190.94
 3799.00   -5.63  190.58
 3800.00   -5.57  188.07
 3801.00   -5.56  190.68
 3802.00   -5.61  189.97
 3803.00   -5.57  190.46
 3804.00   -5.60  189.65
 3805.00   -5.60  189.68
 3806.00   -5.61  189.88
 3807.00   -5.68  191.55
 3808.00   -5.51  190.36
 3809.00   -5.77  189.75
 3810.00   -5.51  190.13
 3811.00   -5.69  190.20
 3812.00   -5.58  190.71
 3813.00   -5.55  190.62
 3814.00   -5.58  190.65
 3815.00   -5.59  189.13
 3816.00   -5.58  189.59
 3817.00   -5.60  190.58
 3818.00   -5.62  190.71
 3819.00   -5.53  190.20
 3820.00   -5.66  191.42
 3821.00   -5.61  189.23
 3822.00   -5.67  190.62
 3823.00   -5.71  189.78
 3824.00   -5.66  190.13
 3825.00   -5.43  189.36
 3826.00   -5.57  189.68
 3827.00   -5.75  190.75
 3828.00   -5.58  190.17
 3829.00   -5.49  190.84
 3830.00   -5.64  189.97
 3831.00   -5.53  190.04
 3832.00   -5.57  191.39
 3833.00   -5.67  189.97
 3834.00   -5.70  189.78
 3835.00   -5.58  190.94
 3836.00   -5.59  190.52
 3837.00   -5.52  190.84
 3838.00   -5.48  191.32
 3839.00   -5.62  189.23
 3840.00   -5.62  188.94
 3841.00   -5.68  190.20
 3842.00   -5.62  189.49
 3843.00   -5.57  190.52
 3844.00   -5.64  188.56
 3845.00   -5.64  191.26
 3846.00   -5.68  188.56
 3847.00   -5.56  190.58
 3848.00   -5.55  190.33
 3849.00   -5.51  191.00
 3850.00   -5.45  189.59
 3851.00   -5.45  191.52
 3852.00   -5.52  192.23
 3853.00   -5.66  188.91
 3854.00   -5.57  189.55
 3855.00   -5.70  189.23
 3856.00   -5.50  190.84
 3857.00   -5.69  188.68
 3858.00   -5.34  189.78
 3859.00   -5.67  192.13
 3860.00   -5.60  191.29
 3861.00   -5.52  189.97
 3862.00   -5.64  191.78
 3863.00   -5.64  189.94
 3864.00   -5.56  190.94
 3865.00   -5.53  189.78
 3866.00   -5.62  189.55
 3867.00   -5.58  191.00
 3868.00   -5.66  189.17
 3869.00   -5.63  189.52
 3870.00   -5.43  190.29
 3871.00   -5.47  191.00
 3872.00   -5.57  189.68
 3873.00   -5.66  189.65
 3874.00   -5.57  188.78
 3875.00   -5.60  190.10
 3876.00   -5.62  189.07
 3877.00   -5.62  191.74
 3878.00   -5.59  190.23
 3879.00   -5.52  191.04
 3880.00   -5.58  190.46
 3881.00   -5.50  190.65
 3882.00   -5.55  189.78
 3883.00   -5.56  191.42
 3884.00   -5.60  190.13
 3885.00   -5.64  189.33
 3886.00   -5.59  190.04
 3887.00   -5.64  189.78
 3888.00   -5.59  190.81
 3889.00   -5.56  188.43
 3890.00   -5.47  190.71
 3891.00   -5.65  190.36
 3892.00   -5.52  190.62
 3893.00   -5.47  190.55
 3894.00   -5.51  189.39
 3895.00   -5.58  188.68
 3896.00   -5.48  190.33
 3897.00   -5.67  189.55
 3898.00   -5.63  190.97
 3899.00   -5.62  190.07
 3900.00   -5.62  189.01
 3901.00   -5.58  189.78
 3902.00   -5.56  189.91
 3903.00   -5.60  190.42
 3904.00   -5.67  190.07
 3905.00   -5.57  189.81
 3906.00   -5.54  189.78
 3907.00   -5.72  189.75
 3908.00   -5.66  190.00
 3909.00   -5.63  189.97
 3910.00   -5.58  190.29
 3911.00   -5.57  189.52
 3912.00   -5.69  190.20
 3913.00   -5.55  189.30
 3914.00   -5.68  190.23
 3915.00   -5.59  190.68
 3916.00   -5.47  189.88
 3917.00   -5.63  189.88
 3918.00   -5.71  191.61
 3919.00   -5.71  190.26
 3920.00   -5.63  191.29
 3921.00   -5.63  189.33
 3922.00   -5.61  191.45
 3923.00   -5.65  190.58
 3924.00   -5.61  188.94
 3925.00   -5.63  189.13
 3926.00   -5.72  191.90
 3927.00   -5.69  190.04
 3928.00   -5.47  188.75
 3929.00   -5.67  190.71
 3930.00   -5.59  189.81
 3931.00   -5.58  190.55
 3932.00   -5.50  191.32
 3933.00   -5.54  189.52
 3934.00   -5.62  189.68
 3935.00   -5.61  190.29
 3936.00   -5.61  191.20
 3937.00   -5.48  190.68
 3938.00   -5.53  190.07
 3939.00   -5.52  189.88
 3940.00   -5.56  190.00
 3941.00   -5.58  189.49
 3942.00   -5.55  188.17
 3943.00   -5.57  189.81
 3944.00   -5.56  191.26
 3945.00   -5.52  189.94
 3946.00   -5.53  189.88
 3947.00   -5.69  189.49
 3948.00   -5.46  188.59
 3949.00   -5.60  189.59
 3950.00   -5.67  190.26
 3951.00   -5.58  189.91
 3952.00   -5.63  188.20
 3953.00   -5.51  189.07
 3954.00   -5.52  190.91
 3955.00   -5.54  190.20
 3956.00   -5.62  190.33
 3957.00   -5.55  190.00
 3958.00   -5.44  189.26
 3959.00   -5.60  188.56
 3960.00   -5.49  188.07
 3961.00   -5.55  190.29
 3962.00   -5.60  190.55
 3963.00   -5.55  190.55
 3964.00   -5.70  189.52
 3965.00   -5.61  191.20
 3966.00   -5.52  190.04
 3967.00   -5.64  190.07
 3968.00   -5.59  191.10
 3969.00   -5.59  189.17
 3970.00   -5.62  187.91
 3971.00   -5.49  189.88
 3972.00   -5.54  189.68
 3973.00   -5.53  190.00
 3974.00   -5.57  189.59
 3975.00   -5.66  190.33
 3976.00   -5.62  191.04
 3977.00   -5.50  189.62
 3978.00   -5.64  190.33
 3979.00   -5.56  191.00
 3980.00   -5.68  189.01
 3981.00   -5.47  190.10
 3982.00   -5.55  189.88
 3983.00   -5.54  190.17
 3984.00   -5.59  188.94
 3985.00   -5.54  188.94
 3986.00   -5.63  190.52
 3987.00   -5.52  190.52
 3988.00   -5.59  189.91
 3989.00   -5.48  190.00
 3990.00   -5.70  190.33
 3991.00   -5.58  188.56
 3992.00   -5.60  190.07
 3993.00   -5.64  190.46
 3994.00   -5.61  190.10
 3995.00   -5.58  189.30
 3996.00   -5.57  190.29
 3997.00   -5.58  190.00
 3998.00   -5.53  189.26
 3999.00   -5.54  189.97
 4000.00   -5.62  190.00
 4001.00   -5.51  190.68
 4002.00   -5.59  190.84
 4003.00   -5.54  188.14
 4004.00   -5.56  188.39
 4005.00   -5.48  189.97
 4006.00   -5.48  190.13
 4007.00   -5.65  190.17
 4008.00   -5.54  191.74
 4009.00   -5.66  188.97
 4010.00   -5.67  192.84
 4011.00   -5.56  188.81
 4012.00   -5.49  190.13
 4013.00   -5.60  190.04
 4014.00   -5.65  189.94
 4015.00   -5.58  190.17
 4016.00   -5.56  190.33
 4017.00   -5.63  190.84
 4018.00   -5.58  188.68
 4019.00   -5.52  188.23
 4020.00   -5.56  190.65
 4021.00   -5.56  190.07
 4022.00   -5.50  189.84
 4023.00   -5.63  188.94
 4024.00   -5.65  190.42
 4025.00   -5.59  189.59
 4026.00   -5.55  190.39
 4027.00   -5.55  189.55
 4028.00   -5.54  190.42
 4029.00   -5.56  188.81
 4030.00   -5.47  189.84
 4031.00   -5.60  188.85
 4032.00   -5.61  190.00
 4033.00   -5.61  189.94
 4034.00   -5.63  190.81
 4035.00   -5.51  190.07
 4036.00   -5.55  189.30
 4037.00   -5.64  190.07
 4038.00   -5.53  191.29
 4039.00   -5.56  191.71
 4040.00   -5.68  189.81
 4041.00   -5.64  191.04
 4042.00   -5.68  189.52
 4043.00   -5.63  190.20
 4044.00   -5.63  189.65
 4045.00   -5.60  189.91
 4046.00   -5.58  191.87
 4047.00   -5.71  190.94
 4048.00   -5.52  190.71
 4049.00   -5.60  190.68
 4050.00   -5.68  190.91
 4051.00   -5.51  190.84
 4052.00   -5.60  189.42
 4053.00   -5.65  189.75
 4054.00   -5.53  190.29
 4055.00   -5.63  189.78
 4056.00   -5.53  188.85
 4057.00   -5.61  189.01
 4058.00   -5.56  191.45
 4059.00   -5.41  190.17
 4060.00   -5.61  189.46
 4061.00   -5.44  191.94
 4062.00   -5.48  191.13
 4063.00   -5.55  190.84
 4064.00   -5.67  189.68
 4065.00   -5.62  190.81
 4066.00   -5.65  190.10
 4067.00   -5.44  189.81
 4068.00   -5.53  190.49
 4069.00   -5.51  190.71
 4070.00   -5.52  189.30
 4071.00   -5.62  189.17
 4072.00   -5.54  189.33
 4073.00   -5.48  190.13
 4074.00   -5.57  189.49
 4075.00   -5.58  189.94
 4076.00   -5.56  189.36
 4077.00   -5.49  190.81
 4078.00   -5.53  191.04
 4079.00   -5.55  191.04
 4080.00   -5.61  189.94
 4081.00   -5.55  189.78
 4082.00   -5.64  190.33
 4083.00   -5.58  189.75
 4084.00   -5.59  190.75
 4085.00   -5.48  190.94
 4086.00   -5.58  193.22
 4087.00   -5.58  189.97
 4088.00   -5.54  190.71
 4089.00   -5.49  191.04
 4090.00   -5.49  189.97
 4091.00   -5.58  189.68
 4092.00   -5.58  189.23
 4093.00   -5.61  190.81
 4094.00   -5.58  189.65
 4095.00   -5.47  190.00
 4096.00   -5.58  189.23
 4097.00   -5.60  191.32
 4098.00   -5.53  190.49
 4099.00   -5.53  189.52
 4100.00   -5.62  190.07
 4101.00   -5.58  189.01
 4102.00   -5.56  191.84
 4103.00   -5.59  191.90
 4104.00   -5.56  189.68
 4105.00   -5.60  189.68
 4106.00   -5.62  190.91
 4107.00   -5.60  189.17
 4108.00   -5.65  189.59
 4109.00   -5.57  191.78
 4110.00   -5.62  189.46
 4111.00   -5.56  190.29
 4112.00   -5.65  189.71
 4113.00   -5.67  188.88
 4114.00   -5.62  189.81
 4115.00   -5.67  192.48
 4116.00   -5.60  189.65
 4117.00   -5.53  188.46
 4118.00   -5.64  189.62
 4119.00   -5.64  190.81
 4120.00   -5.54  190.46
 4121.00   -5.59  189.78
 4122.00   -5.59  189.20
 4123.00   -5.40  189.81
 4124.00   -5.55  187.88
 4125.00   -5.50  190.13
 4126.00   -5.66  190.49
 4127.00   -5.56  190.33
 4128.00   -5.56  189.62
 4129.00   -5.50  191.45
 4130.00   -5.62  189.20
 4131.00   -5.56  188.88
 4132.00   -5.54  189.23
 4133.00   -5.48  189.94
 4134.00   -5.52  189.62
 4135.00   -5.59  190.84
 4136.00   -5.52  189.49
 4137.00   -5.72  190.04
 4138.00   -5.65  190.71
 4139.00   -5.52  189.62
 4140.00   -5.61  191.26
 4141.00   -5.56  189.36
 4142.00   -5.56  189.59
 4143.00   -5.61  192.39
 4144.00   -5.53  191.39
 4145.00   -5.59  189.39
 4146.00   -5.63  190.78
 4147.00   -5.55  190.87
 4148.00   -5.61  190.23
 4149.00   -5.66  191.10
 4150.00   -5.58  190.65
 4151.00   -5.75  188.62
 4152.00   -5.56  191.45
 4153.00   -5.53  188.59
 4154.00   -5.61  191.49
 4155.00   -5.53  189.97
 4156.00   -5.62  190.17
 4157.00   -5.63  190.42
 4158.00   -5.62  191.58
 4159.00   -5.56  190.58
 4160.00   -5.58  190.55
 4161.00   -5.65  189.52
 4162.00   -5.78  190.68
 4163.00   -5.48  189.71
 4164.00   -5.66  190.00
 4165.00   -5.65  191.10
 4166.00   -5.59  189.62
 4167.00   -5.68  189.68
 4168.00   -5.62  190.42
 4169.00   -5.56  190.36
 4170.00   -5.47  189.59
 4171.00   -5.65  191.00
 4172.00   -5.61  190.49
 4173.00   -5.61  190.65
 4174.00   -5.53  189.30
 4175.00   -5.59  191.42
 4176.00   -5.57  190.46
 4177.00   -5.64  190.97
 4178.00   -5.59  192.29
 4179.00   -5.58  189.46
 4180.00   -5.61  191.71
 4181.00   -5.54  189.59
 4182.00   -5.57  189.01
 4183.00   -5.53  189.33
 4184.00   -5.45  189.68
 4185.00   -5.45  190.91
 4186.00   -5.68  189.20
 4187.00   -5.66  189.65
 4188.00   -5.55  190.20
 4189.00   -5.53  188.59
 4190.00   -5.52  190.00
 4191.00   -5.55  190.78
 4192.00   -5.61  189.52
 4193.00   -5.56  190.68
 4194.00   -5.53  190.23
 4195.00   -5.66  190.17
 4196.00   -5.66  190.81
 4197.00   -5.54  190.62
 4198.00   -5.60  191.36
 4199.00   -5.48  189.20
 4200.00   -5.65  190.17
 4201.00   -5.54  191.45
 4202.00   -5.72  188.62
 4203.00   -5.43  190.68
 4204.00   -5.48  190.33
 4205.00   -5.54  192.36
 4206.00   -5.57  190.00
 4207.00   -5.38  192.10
 4208.00   -5.61  190.75
 4209.00   -5.50  190.07
 4210.00   -5.55  190.00
 4211.00   -5.54  189.94
 4212.00   -5.65  189.68
 4213.00   -5.52  189.59
 4214.00   -5.51  188.75
 4215.00   -5.62  190.94
 4216.00   -5.59  191.13
 4217.00   -5.63  190.52
 4218.00   -5.58  188.78
 4219.00   -5.51  191.00
 4220.00   -5.59  189.49
 4221.00   -5.57  188.88
 4222.00   -5.57  190.52
 4223.00   -5.59  188.88
 4224.00   -5.38  189.13
 4225.00   -5.61  190.55
 4226.00   -5.56  189.62
 4227.00   -5.65  190.49
 4228.00   -5.56  191.04
 4229.00   -5.59  189.94
 4230.00   -5.64  190.23
 4231.00   -5.53  189.84
 4232.00   -5.58  188.91
 4233.00   -5.63  189.75
 4234.00   -5.62  188.33
 4235.00   -5.58  190.29
 4236.00   -5.63  189.97
 4237.00   -5.58  188.36
 4238.00   -5.66  192.00
 4239.00   -5.68  191.16
 4240.00   -5.63  190.00
 4241.00   -5.50  190.75
 4242.00   -5.49  189.01
 4243.00   -5.54  188.85
 4244.00   -5.43  188.43
 4245.00   -5.55  190.84
 4246.00   -5.62  189.46
 4247.00   -5.54  190.62
 4248.00   -5.57  192.19
 4249.00   -5.60  190.75
 4250.00   -5.58  190.75
 4251.00   -5.66  190.84
 4252.00   -5.65  188.97
 4253.00   -5.61  192.16
 4254.00   -5.55  191.20
 4255.00   -5.58  189.97
 4256.00   -5.55  191.52
 4257.00   -5.46  190.04
 4258.00   -5.55  191.10
 4259.00   -5.54  190.87
 4260.00   -5.60  189.81
 4261.00   -5.46  189.55
 4262.00   -5.41  189.49
 4263.00   -5.50  188.85
 4264.00   -5.54  189.39
 4265.00   -5.52  190.13
 4266.00   -5.58  190.84
 4267.00   -5.55  189.91
 4268.00   -5.56  189.68
 4269.00   -5.66  189.94
 4270.00   -5.58  189.39
 4271.00   -5.41  190.65
 4272.00   -5.41  190.23
 4273.00   -5.54  189.88
 4274.00   -5.49  190.42
 4275.00   -5.63  191.23
 4276.00   -5.66  188.72
 4277.00   -5.76  190.39
 4278.00   -5.62  188.78
 4279.00   -5.57  190.49
 4280.00   -5.57  190.62
 4281.00   -5.42  188.88
 4282.00   -5.59  191.39
 4283.00   -5.52  191.84
 4284.00   -5.45  192.13
 4285.00   -5.51  189.59
 4286.00   -5.46  190.42
 4287.00   -5.51  190.58
 4288.00   -5.50  190.46
 4289.00   -5.58  190.71
 4290.00   -5.59  189.71
 4291.00   -5.59  188.75
 4292.00   -5.53  190.94
 4293.00   -5.50  186.46
 4294.00   -5.54  190.42
 4295.00   -5.58  190.87
 4296.00   -5.59  190.75
 4297.00   -5.54  190.62
 4298.00   -5.66  189.62
 4299.00   -5.71  188.10
 4300.00   -5.65  191.78
 4301.00   -5.54  190.65
 4302.00   -5.45  191.26
 4303.00   -5.52  189.84
 4304.00   -5.51  189.42
 4305.00   -5.61  190.91
 4306.00   -5.49  190.23
 4307.00   -5.56  189.55
 4308.00   -5.63  188.68
 4309.00   -5.55  191.68
 4310.00   -5.55  190.52
 4311.00   -5.65  190.62
 4312.00   -5.48  190.55
 4313.00   -5.50  191.04
 4314.00   -5.53  190.87
 4315.00   -5.48  190.42
 4316.00   -5.60  190.46
 4317.00   -5.36  191.16
 4318.00   -5.59  189.68
 4319.00   -5.53  188.88
 4320.00   -5.50  189.36
 4321.00   -5.60  189.30
 4322.00   -5.64  190.10
 4323.00   -5.50  191.20
 4324.00   -5.60  189.33
 4325.00   -5.59  190.13
 4326.00   -5.63  187.81
 4327.00   -5.56  189.59
 4328.00   -5.52  189.42
 4329.00   -5.68  190.71
 4330.00   -5.67  191.29
 4331.00   -5.69  189.68
 4332.00   -5.61  189.07
 4333.00   -5.66  190.62
 4334.00   -5.64  188.59
 4335.00   -5.57  190.04
 4336.00   -5.61  190.84
 4337.00   -5.59  187.78
 4338.00   -5.61  189.10
 4339.00   -5.65  188.88
 4340.00   -5.62  189.68
 4341.00   -5.68  188.88
 4342.00   -5.62  190.52
 4343.00   -5.67  189.04
 4344.00   -5.54  190.20
 4345.00   -5.68  189.65
 4346.00   -5.67  191.23
 4347.00   -5.55  190.13
 4348.00   -5.59  189.75
 4349.00   -5.61  189.17
 4350.00   -5.58  189.42
 4351.00   -5.53  190.04
 4352.00   -5.60  189.78
 4353.00   -5.52  190.52
 4354.00   -5.59  190.29
 4355.00   -5.60  188.68
 4356.00   -5.60  190.46
 4357.00   -5.64  190.65
 4358.00   -5.51  189.97
 4359.00   -5.59  190.17
 4360.00   -5.62  189.46
 4361.00   -5.68  190.39
 4362.00   -5.64  189.01
 4363.00   -5.60  191.23
 4364.00   -5.55  190.04
 4365.00   -5.61  189.62
 4366.00   -5.67  191.36
 4367.00   -5.51  190.04
 4368.00   -5.58  190.81
 4369.00   -5.76  191.42
 4370.00   -5.54  190.62
 4371.00   -5.54  190.58
 4372.00   -5.52  189.81
 4373.00   -5.62  189.68
 4374.00   -5.73  189.59
 4375.00   -5.63  189.39
 4376.00   -5.56  189.75
 4377.00   -5.62  189.81
 4378.00   -5.60  189.04
 4379.00   -5.58  189.33
 4380.00   -5.61  189.59
 4381.00   -5.64  188.78
 4382.00   -5.53  189.52
 4383.00   -5.48  189.39
 4384.00   -5.51  189.49
 4385.00   -5.64  189.78
 4386.00   -5.53  190.10
 4387.00   -5.52  191.26
 4388.00   -5.64  188.75
 4389.00   -5.68  190.23
 4390.00   -5.52  189.59
 4391.00   -5.49  191.39
 4392.00   -5.61  188.56
 4393.00   -5.45  190.17
 4394.00   -5.58  190.39
 4395.00   -5.56  189.68
 4396.00   -5.46  189.59
 4397.00   -5.54  188.97
 4398.00   -5.62  189.42
 4399.00   -5.61  189.52
 4400.00   -5.59  190.55
 4401.00   -5.59  191.42
 4402.00   -5.45  190.97
 4403.00   -5.43  188.72
 4404.00   -5.52  188.88
 4405.00   -5.63  191.07
 4406.00   -5.61  191.29
 4407.00   -5.72  190.75
 4408.00   -5.76  191.07
 4409.00   -5.54  188.33
 4410.00   -5.53  190.07
 4411.00   -5.51  188.75
 4412.00   -5.62  191.20
 4413.00   -5.61  190.87
 4414.00   -5.52  189.78
 4415.00   -5.53  191.39
 4416.00   -5.46  190.20
 4417.00   -5.44  189.71
 4418.00   -5.54  190.58
 4419.00   -5.55  188.68
 4420.00   -5.51  191.00
 4421.00   -5.55  190.68
 4422.00   -5.55  189.20
 4423.00   -5.61  190.46
 4424.00   -5.40  190.07
 4425.00   -5.46  189.36
 4426.00   -5.47  190.49
 4427.00   -5.58  189.78
 4428.00   -5.53  189.46
 4429.00   -5.52  190.52
 4430.00   -5.52  190.94
 4431.00   -5.54  190.71
 4432.00   -5.55  190.46
 4433.00   -5.41  187.65
 4434.00   -5.59  189.49
 4435.00   -5.52  189.36
 4436.00   -5.45  190.10
 4437.00   -5.53  190.39
 4438.00   -5.51  191.20
 4439.00   -5.53  189.23
 4440.00   -5.68  191.20
 4441.00   -5.59  189.33
 4442.00   -5.50  187.81
 4443.00   -5.62  189.13
 4444.00   -5.57  191.29
 4445.00   -5.47  190.52
 4446.00   -5.49  190.07
 4447.00   -5.53  190.75
 4448.00   -5.50  190.17
 4449.00   -5.67  192.13
 4450.00   -5.63  189.78
 4451.00   -5.66  189.75
 4452.00   -5.64  190.58
 4453.00   -5.52  190.33
 4454.00   -5.43  189.01
 4455.00   -5.52  190.94
 4456.00   -5.55  189.30
 4457.00   -5.51  189.36
 4458.00   -5.57  190.52
 4459.00   -5.72  190.68
 4460.00   -5.58  190.87
 4461.00   -5.45  188.78
 4462.00   -5.51  190.29
 4463.00   -5.42  191.00
 4464.00   -5.51  189.81
 4465.00   -5.38  191.16
 4466.00   -5.59  190.23
 4467.00   -5.41  189.65
 4468.00   -5.62  190.68
 4469.00   -5.48  189.75
 4470.00   -5.57  190.97
 4471.00   -5.64  189.84
 4472.00   -5.53  190.81
 4473.00   -5.53  191.71
 4474.00   -5.38  190.52
 4475.00   -5.61  189.52
 4476.00   -5.50  190.87
 4477.00   -5.57  190.71
 4478.00   -5.55  190.36
 4479.00   -5.49  190.33
 4480.00   -5.49  190.68
 4481.00   -5.49  188.85
 4482.00   -5.58  189.04
 4483.00   -5.47  188.85
 4484.00   -5.58  190.97
 4485.00   -5.57  189.91
 4486.00   -5.38  189.91
 4487.00   -5.62  188.88
 4488.00   -5.56  189.36
 4489.00   -5.55  190.87
 4490.00   -5.61  190.46
 4491.00   -5.48  189.49
 4492.00   -5.63  190.07
 4493.00   -5.61  189.65
 4494.00   -5.59  191.23
 4495.00   -5.68  189.78
 4496.00   -5.43  191.10
 4497.00   -5.52  190.00
 4498.00   -5.49  188.78
 4499.00   -5.60  189.81
 4500.00   -5.60  191.45
 4501.00   -5.58  189.17
 4502.00   -5.55  192.61
 4503.00   -5.53  188.52
 4504.00   -5.51  190.91
 4505.00   -5.47  188.17
 4506.00   -5.57  190.91
 4507.00   -5.48  189.71
 4508.00   -5.56  189.39
 4509.00   -5.56  189.52
 4510.00   -5.45  191.87
 4511.00   -5.50  190.00
 4512.00   -5.47  188.72
 4513.00   -5.64  190.23
 4514.00   -5.53  190.65
 4515.00   -5.61  189.97
 4516.00   -5.55  190.00
 4517.00   -5.56  190.33
 4518.00   -5.51  191.36
 4519.00   -5.58  191.26
 4520.00   -5.58  189.33
 4521.00   -5.56  190.58
 4522.00   -5.55  191.29
 4523.00   -5.60  190.26
 4524.00   -5.60  190.78
 4525.00   -5.68  189.97
 4526.00   -5.60  190.36
 4527.00   -5.58  188.81
 4528.00   -5.49  189.59
 4529.00   -5.66  190.97
 4530.00   -5.62  190.33
 4531.00   -5.55  190.39
 4532.00   -5.49  189.78
 4533.00   -5.55  190.00
 4534.00   -5.61  190.17
 4535.00   -5.60  189.91
 4536.00   -5.60  188.94
 4537.00   -5.52  191.68
 4538.00   -5.64  190.36
 4539.00   -5.60  189.88
 4540.00   -5.55  189.97
 4541.00   -5.64  188.36
 4542.00   -5.62  189.13
 4543.00   -5.65  189.81
 4544.00   -5.56  190.33
 4545.00   -5.61  190.39
 4546.00   -5.55  189.33
 4547.00   -5.60  190.17
 4548.00   -5.58  189.33
 4549.00   -5.66  189.33
 4550.00   -5.65  191.32
 4551.00   -5.52  189.94
 4552.00   -5.57  189.46
 4553.00   -5.53  189.07
 4554.00   -5.58  189.75
 4555.00   -5.58  190.36
 4556.00   -5.69  190.00
 4557.00   -5.52  190.17
 4558.00   -5.52  189.65
 4559.00   -5.51  192.19
 4560.00   -5.61  188.30
 4561.00   -5.56  191.29
 4562.00   -5.64  191.32
 4563.00   -5.50  190.36
 4564.00   -5.59  190.33
 4565.00   -5.61  191.13
 4566.00   -5.52  190.52
 4567.00   -5.56  189.04
 4568.00   -5.53  191.58
 4569.00   -5.54  190.91
 4570.00   -5.37  190.36
 4571.00   -5.52  190.36
 4572.00   -5.51  189.39
 4573.00   -5.65  190.55
 4574.00   -5.43  193.06
 4575.00   -5.59  189.94
 4576.00   -5.59  190.42
 4577.00   -5.45  190.84
 4578.00   -5.58  190.84
 4579.00   -5.61  190.39
 4580.00   -5.50  189.84
 4581.00   -5.39  189.23
 4582.00   -5.52  189.13
 4583.00   -5.52  189.04
 4584.00   -5.43  188.91
 4585.00   -5.53  188.65
 4586.00   -5.46  188.65
 4587.00   -5.53  190.55
 4588.00   -5.53  189.59
 4589.00   -5.59  191.39
 4590.00   -5.53  189.81
 4591.00   -5.52  189.52
 4592.00   -5.57  190.13
 4593.00   -5.52  191.45
 4594.00   -5.47  190.65
 4595.00   -5.50  187.46
 4596.00   -5.65  189.68
 4597.00   -5.39  189.78
 4598.00   -5.60  190.49
 4599.00   -5.65  190.68
 4600.00   -5.58  189.68
 4601.00   -5.49  189.88
 4602.00   -5.59  190.58
 4603.00   -5.60  190.65
 4604.00   -5.54  191.61
 4605.00   -5.61  189.62
 4606.00   -5.68  189.68
 4607.00   -5.57  188.75
 4608.00   -5.53  188.62
 4609.00   -5.59  189.49
 4610.00   -5.60  190.55
 4611.00   -5.57  192.71
 4612.00   -5.61  189.26
 4613.00   -5.52  191.68
 4614.00   -5.52  191.20
 4615.00   -5.58  189.84
 4616.00   -5.64  190.52
 4617.00   -5.49  191.29
 4618.00   -5.63  190.49
 4619.00   -5.56  190.10
 4620.00   -5.57  191.04
 4621.00   -5.61  188.43
 4622.00   -5.52  189.75
 4623.00   -5.54  190.17
 4624.00   -5.64  188.78
 4625.00   -5.60  189.07
 4626.00   -5.55  191.32
 4627.00   -5.68  190.49
 4628.00   -5.58  190.36
 4629.00   -5.52  191.36
 4630.00   -5.53  191.84
 4631.00   -5.57  190.07
 4632.00   -5.53  189.65
 4633.00   -5.49  190.04
 4634.00   -5.51  190.75
 4635.00   -5.56  191.68
 4636.00   -5.61  189.04
 4637.00   -5.46  190.75
 4638.00   -5.63  189.97
 4639.00   -5.49  190.65
 4640.00   -5.55  191.10
 4641.00   -5.48  191.20
 4642.00   -5.49  189.94
 4643.00   -5.62  189.17
 4644.00   -5.53  190.13
 4645.00   -5.61  189.62
 4646.00   -5.45  189.07
 4647.00   -5.53  189.23
 4648.00   -5.45  189.88
 4649.00   -5.52  191.49
 4650.00   -5.57  189.52
 4651.00   -5.45  190.46
 4652.00   -5.45  190.10
 4653.00   -5.44  190.10
 4654.00   -5.56  189.91
 4655.00   -5.50  188.52
 4656.00   -5.51  189.88
 4657.00   -5.49  189.88
 4658.00   -5.64  189.88
 4659.00   -5.53  190.65
 4660.00   -5.49  189.01
 4661.00   -5.51  189.20
